sp_code,vernacular_name,scientific_name,individual_id,sex,age,breeding_stage,deployment_site,deployment_decimal_latitude,deployment_decimal_longitude,device_type,device_id,year,month,day,time,time_zone,decimal_latitude,decimal_longitude,location_quality,processing_method_gls,latitude_uncertainty_metres,longitude_uncertainty_metres,track_id,land
AFS,antarctic fur seal,Arctocephalus gazella,PP048,F,adult,NA,Marion Island,NA,NA,PTT,38622,2011,5,1,05:21:00,GMT,-49.331,36.594,1,NA,NA,NA,AFS_PP048_38622,0
AFS,antarctic fur seal,Arctocephalus gazella,PP048,F,adult,NA,Marion Island,NA,NA,PTT,38622,2011,5,1,05:34:00,GMT,-49.356,36.584,A,NA,NA,NA,AFS_PP048_38622,0
AFS,antarctic fur seal,Arctocephalus gazella,PP048,F,adult,NA,Marion Island,NA,NA,PTT,38622,2011,5,1,06:32:00,GMT,-49.352,36.602,0,NA,NA,NA,AFS_PP048_38622,0
AFS,antarctic fur seal,Arctocephalus gazella,PP048,F,adult,NA,Marion Island,NA,NA,PTT,38622,2011,5,1,07:01:00,GMT,-49.359,36.587,A,NA,NA,NA,AFS_PP048_38622,0
AFS,antarctic fur seal,Arctocephalus gazella,PP048,F,adult,NA,Marion Island,NA,NA,PTT,38622,2011,5,2,02:03:00,GMT,-50.133,36.044,B,NA,NA,NA,AFS_PP048_38622,0
AFS,antarctic fur seal,Arctocephalus gazella,PP048,F,adult,NA,Marion Island,NA,NA,PTT,38622,2011,5,2,03:30:00,GMT,-50.181,36.084,A,NA,NA,NA,AFS_PP048_38622,0
AFS,antarctic fur seal,Arctocephalus gazella,PP048,F,adult,NA,Marion Island,NA,NA,PTT,38622,2011,5,2,04:57:00,GMT,-50.173,36.054,A,NA,NA,NA,AFS_PP048_38622,0
AFS,antarctic fur seal,Arctocephalus gazella,PP048,F,adult,NA,Marion Island,NA,NA,PTT,38622,2011,5,2,05:28:00,GMT,-50.349,35.605,A,NA,NA,NA,AFS_PP048_38622,0
AFS,antarctic fur seal,Arctocephalus gazella,PP048,F,adult,NA,Marion Island,NA,NA,PTT,38622,2011,5,2,06:39:00,GMT,-50.216,36.092,3,NA,NA,NA,AFS_PP048_38622,0
AFS,antarctic fur seal,Arctocephalus gazella,PP048,F,adult,NA,Marion Island,NA,NA,PTT,38622,2011,5,3,02:54:00,GMT,-51.031,35.339,B,NA,NA,NA,AFS_PP048_38622,0
AFS,antarctic fur seal,Arctocephalus gazella,PP048,F,adult,NA,Marion Island,NA,NA,PTT,38622,2011,5,3,03:06:00,GMT,-51.073,35.369,B,NA,NA,NA,AFS_PP048_38622,0
AFS,antarctic fur seal,Arctocephalus gazella,PP048,F,adult,NA,Marion Island,NA,NA,PTT,38622,2011,5,3,04:34:00,GMT,-51.059,35.298,1,NA,NA,NA,AFS_PP048_38622,0
AFS,antarctic fur seal,Arctocephalus gazella,PP048,F,adult,NA,Marion Island,NA,NA,PTT,38622,2011,5,3,05:09:00,GMT,-51.076,35.277,1,NA,NA,NA,AFS_PP048_38622,0
AFS,antarctic fur seal,Arctocephalus gazella,PP048,F,adult,NA,Marion Island,NA,NA,PTT,38622,2011,5,3,06:12:00,GMT,-51.107,35.278,A,NA,NA,NA,AFS_PP048_38622,0
